actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda",1 win & 8 nominations.,"USA, Australia",Mark Steven Johnson,"Action, Fantasy, Thriller",tt0259324,5.2,"185,548",English,35,"When the motorcyclist Johnny Blaze finds that his father Barton Blaze has a terminal cancer, he accepts a pact with the Mephistopheles, giving his soul for the health of his beloved father. But the devil deceives him, and Barton dies in a motorcycle accident during an exhibition. Johnny leaves the carnival, his town, his friends and his girlfriend Roxanne. Years later Johnny Blaze becomes a famous motorcyclist, who risks his life in his shows, and he meets Roxanne again, now a TV reporter. However, Mephistopheles proposes Johnny to release his contract if he become the &quot;Ghost Rider&quot; and defeat his evil son Blackheart, who wants to possess one thousand evil souls and transform hell on earth.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_SX300.jpg,PG-13,16 Feb 2007,114 min,Ghost Rider,movie,"Mark Steven Johnson (screenplay), Mark Steven Johnson (screen story)",2007
"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel",3 nominations.,"UK, China, USA",Paul Greengrass,"Action, Thriller",tt4196776,6.8,"89,425","English, German",58,"Jason Bourne is again being hunted by the CIA. It begins when Nicky Parson a former CIA operative who helped Bourne who then went under and now works with a man who's a whistle blower and is out to expose the CIA's black ops. So Nicky hacks into the CIA and downloads everything on all their Black Ops including Treadstone which Bourne was a part of. And Heather Lee, a CIA agent discovers the hack and brings it to the attention of CIA Director Dewey, the man behind the Black Ops. He then orders Parsons be found and hopefully Bourne too.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1ODg2OTU1MV5BMl5BanBnXkFtZTgwMzA5OTg2ODE@._V1_SX300.jpg,PG-13,29 Jul 2016,123 min,Jason Bourne,movie,"Paul Greengrass, Christopher Rouse, Robert Ludlum (characters)",2016
"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",7 wins & 17 nominations.,USA,McG,"Action, Adventure, Comedy",tt0305357,4.8,"101,702","English, Mandarin, Spanish",48,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_SX300.jpg,PG-13,27 Jun 2003,106 min,Charlie's Angels: Full Throttle,movie,"Ivan Goff (television series), Ben Roberts (television series), John August (story), John August (screenplay), Cormac Wibberley (screenplay), Marianne Wibberley (screenplay)",2003
"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba",Nominated for 1 Oscar. Another 6 wins & 43 nominations.,"USA, UK",Ridley Scott,"Adventure, Mystery, Sci-Fi",tt1446714,7.0,"463,038","English, Scottish Gaelic",65,"This film is set in 2093 and takes place in the same universe as the 'Alien' movies. A group of explorers, including some archaeologists, are on an &quot;undisclosed&quot; mission. They arrive at a moon trillions of miles away from Earth. The team spot what they believe to be signs of civilization. They go to investigate and find more than just signs, they find conclusive evidence. But some of them have an ulterior motive for being there, including the Weyland Corporation. They believe that this is where the human race actually came from. Things soon turn from excitement to survival once inside their discovery.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg,R,08 Jun 2012,124 min,Prometheus,movie,"Jon Spaihts, Damon Lindelof, Dan O'Bannon (elements), Ronald Shusett (elements)",2012
"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki",1 win & 4 nominations.,USA,Rob Minkoff,"Animation, Adventure, Comedy",tt0243585,5.4,"37,365",English,66,"Stuart's mother is being over-protective of him, especially when he narrowly escapes injury in a soccer game. His big brother George has also made a new friend, Will, so Stuart is feeing lonely. Stuart rescues a canary, Margalo, from a falcon; she moves in with the Littles. One day, Margalo is nowhere to be found, so Stuart and Snowbell set out across the city to find her while George covers for Stuart (the first time he's had to lie).",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_SX300.jpg,PG,19 Jul 2002,77 min,Stuart Little 2,movie,"E.B. White (characters from the book &quot;Stuart Little&quot;), Douglas Wick (story), Bruce Joel Rubin (story), Bruce Joel Rubin (screenplay)",2002
"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",1 win & 9 nominations.,USA,Neill Blomkamp,"Action, Drama, Sci-Fi",tt1535108,6.6,"344,845","English, Spanish, French, Afrikaans, Ukrainian",61,"In the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Delacourt, a government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn't stop the people of Earth from trying to get in by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life but could bring equality to these polarized worlds.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,R,09 Aug 2013,109 min,Elysium,movie,Neill Blomkamp,2013
"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",4 nominations.,USA,David Twohy,"Action, Adventure, Sci-Fi",tt0296572,6.7,"186,095",English,38,"Riddick, now a hunted man, finds himself in the middle of two opposing forces in a major crusade. Colm Feore plays Lord Marshal, a warrior priest who is the leader of a sect that is waging the tenth and perhaps final crusade 500 years in the future. Judi Dench is Aereon, an ambassador from the Elemental race. She is an ethereal being who helps Riddick unearth his origins.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0ODM5NmQtYjhlMi00MTJhLThlNzItOTg1Mjc5Y2VhY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,PG-13,11 Jun 2004,119 min,The Chronicles of Riddick,movie,"Jim Wheat (characters), Ken Wheat (characters), David Twohy",2004
"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",4 wins & 1 nomination.,USA,José Padilha,"Action, Crime, Sci-Fi",tt1234721,6.2,"185,266","English, Persian, Ukrainian",52,"The year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology. Overseas, their drones have been used by the military for years - and it's meant billions for OmniCorp's bottom line. Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it. When Alex Murphy (Joel Kinnaman) - a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit - is critically injured in the line of duty, OmniCorp sees their chance for a part-man, part-robot police officer. OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine pursuing justice.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_SX300.jpg,PG-13,12 Feb 2014,117 min,RoboCop,movie,"Joshua Zetumer, Edward Neumeier, Michael Miner, Edward Neumeier, Michael Miner",2014
"Emile Hirsch, Nicholas Elia, Susan Sarandon, Melissa Holroyd",13 nominations.,"USA, Australia, Germany","Lana Wachowski, Lilly Wachowski","Action, Family, Sci-Fi",tt0811080,6.1,"58,542",English,37,"The story begins with Speed Racer who is a young man with natural racing instincts whose goal is to win The Crucible, a cross-country car racing rally that took the life of his older brother, Rex Racer. Speed is loyal to the family business, run by his parents Pops and Mom. Pops designed Speed's car, the Mach 5. The owner of Royalton Industries makes Speed a lucrative offer, Speed rejects the offer, angering the owner. Speed also uncovers a secret that top corporate interests, including Royalton, are fixing races and cheating to gain profit. With the offer to Speed denied, Royalton wants to ensure that Speed will not win races. Speed finds support from his parents and his girlfriend Trixie and enters The Crucible in a partnership with his one-time rival, Racer X, seeking to rescue his family's business and the racing sport itself.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MjgxMDE4OTVeQTJeQWpwZ15BbWU3MDgyNjc4NjE@._V1_SX300.jpg,PG,09 May 2008,135 min,Speed Racer,movie,"Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida (animated series &quot;Speed Racer&quot;)",2008
"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson",2 nominations.,USA,James L. Brooks,"Comedy, Drama, Romance",tt1341188,5.4,"35,533",English,46,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg,PG-13,17 Dec 2010,121 min,How Do You Know,movie,James L. Brooks,2010
"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",4 nominations.,USA,James Mangold,"Action, Comedy, Romance",tt1013743,6.3,"149,698","English, German, Spanish",46,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,PG-13,23 Jun 2010,109 min,Knight and Day,movie,Patrick O'Neill,2010
"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",11 nominations.,USA,Joseph Kosinski,"Action, Adventure, Mystery",tt1483013,7.0,"394,404",English,54,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,PG-13,19 Apr 2013,124 min,Oblivion,movie,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",2013
"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid",Nominated for 1 Oscar. Another 25 wins & 51 nominations.,USA,George Lucas,"Action, Adventure, Fantasy",tt0121766,7.6,"527,565",English,68,"During the near end of the clone wars, Darth Sidious has revealed himself and is ready to execute the last part of his plan to rule the Galaxy. Sidious is ready for his new apprentice, Lord...",https://images-na.ssl-images-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg,PG-13,19 May 2005,140 min,Star Wars: Episode III - Revenge of the Sith,movie,George Lucas,2005
"Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee",Nominated for 1 Oscar. Another 16 wins & 53 nominations.,USA,George Lucas,"Action, Adventure, Fantasy",tt0121765,6.7,"472,055",English,54,"Ten years after the invasion of Naboo, the Galactic Republic is facing a Separatist movement and the former queen and now Senator Padmé Amidala travels to Coruscant to vote on a project to create an army to help the Jedi to protect the Republic. Upon arrival, she escapes from an attempt to kill her, and Obi-Wan Kenobi and his Padawan Anakin Skywalker are assigned to protect her. They chase the shape-shifter Zam Wessell but she is killed by a poisoned dart before revealing who hired her. The Jedi Council assigns Obi-Wan Kenobi to discover who has tried to kill Amidala and Anakin to protect her in Naboo. Obi-Wan discovers that the dart is from the planet Kamino, and he heads to the remote planet. He finds an army of clones that has been under production for years for the Republic and that the bounty hunter Jango Fett was the matrix for the clones. Meanwhile Anakin and Amidala fall in love with each other, and he has nightmarish visions of his mother. They travel to his home planet, Tatooine, to see his mother, and he discovers that she has been abducted by Tusken Raiders. Anakin finds his mother dying, and he kills all the Tusken tribe, including the women and children. Obi-Wan follows Jango Fett to the planet Geonosis where he discovers who is behind the Separatist movement. He transmits his discoveries to Anakin since he cannot reach the Jedi Council. Who is the leader of the Separatist movement? Will Anakin receive Obi-Wan's message? And will the secret love between Anakin and Amidala succeed?",https://images-na.ssl-images-amazon.com/images/M/MV5BNDRkYzA4OGYtOTBjYy00YzFiLThhYmYtMWUzMDBmMmZkM2M3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,PG,16 May 2002,142 min,Star Wars: Episode II - Attack of the Clones,movie,"George Lucas (screenplay), Jonathan Hales (screenplay), George Lucas (story by)",2002
"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi",Won 1 Oscar. Another 13 wins & 38 nominations.,USA,"Pete Docter, David Silverman, Lee Unkrich","Animation, Adventure, Comedy",tt0198781,8.1,"602,017",English,78,"A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed &quot;Boo,&quot; who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,G,02 Nov 2001,92 min,"Monsters, Inc.",movie,"Pete Docter (original story by), Jill Culton (original story by), Jeff Pidgeon (original story by), Ralph Eggleston (original story by), Andrew Stanton (screenplay), Daniel Gerson (screenplay)",2001
"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada",2 wins & 11 nominations.,"USA, UK, Australia, Japan",James Mangold,"Action, Adventure, Sci-Fi",tt1430132,6.7,"334,223","English, Japanese",60,"In modern day Japan, Wolverine is out of his depth in an unknown world as he faces his ultimate nemesis in a life-or-death battle that will leave him forever changed. Vulnerable for the first time and pushed to his physical and emotional limits, he confronts not only lethal samurai steel but also his inner struggle against his own immortality, emerging more powerful than we have ever seen him before.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,PG-13,26 Jul 2013,126 min,The Wolverine,movie,"Mark Bomback (screenplay), Scott Frank (screenplay)",2013
"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",Nominated for 3 Oscars. Another 24 wins & 60 nominations.,USA,George Lucas,"Action, Adventure, Fantasy",tt0120915,6.5,"544,435",English,51,"Two Jedi Knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to reclaim their old glory.",https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZGIwMzAtZTBkMS00M2JiLTk2MDctM2FlNTQ2OWYwZDZkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,PG,19 May 1999,136 min,Star Wars: Episode I - The Phantom Menace,movie,George Lucas,1999
"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",Nominated for 1 Oscar. Another 5 wins & 41 nominations.,USA,"Kirk De Micco, Chris Sanders","Animation, Adventure, Comedy",tt0481499,7.3,"153,507",English,55,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,PG,22 Mar 2013,98 min,The Croods,movie,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",2013
"Gérard Depardieu, Clovis Cornillac, Benoît Poelvoorde, Alain Delon",N/A,"France, Germany, Spain, Italy, Belgium","Frédéric Forestier, Thomas Langmann","Adventure, Comedy, Family",tt0463872,5.1,"20,950","French, Portuguese",N/A,Astérix and Obélix compete at the Olympics in order to help their friend Lovesix marry Princess Irina. Brutus also tries to win the game with his own team and get rid of his father Julius Caesar.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MzkwMzg2Ml5BMl5BanBnXkFtZTcwNTg4MzQ4MQ@@._V1_SX300.jpg,N/A,30 Jan 2008,116 min,Asterix at the Olympic Games,movie,"René Goscinny (comic book), Albert Uderzo (comic book), Thomas Langmann (screenplay), Olivier Dazat (screenplay), Alexandre Charlot (screenplay), Franck Magnier (screenplay), Alexandre Charlot (adaptation), Franck Magnier (adaptation), Thomas Langmann (adaptation)",2008
